Sample,Zeit,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Acc_x2,Acc_y2,Acc_z2,Mag_x,Mag_y,Mag_z
251,1551157,-32,-56,995,910,280,-36960,-92,1,998,-496,-93,-471
252,1557337,-37,-56,941,910,420,-36400,-89,1,967,-490,-85,-465
253,1563517,-22,-58,1001,980,350,-35980,-91,-3,1002,-490,-85,-465
254,1569697,-22,-58,1001,980,350,-35980,-91,-3,1002,-498,-81,-460
255,1575877,-26,-52,990,840,420,-35560,-65,14,1004,-498,-81,-460
256,1582057,-26,-52,990,700,490,-35560,-81,-2,993,-496,-76,-468
257,1588237,-30,-48,962,700,490,-35560,-81,-2,993,-499,-84,-465
258,1594417,-23,-42,962,910,490,-35490,-91,5,968,-499,-84,-465
259,1600597,-23,-42,962,910,490,-35000,-91,5,968,-492,-81,-465
260,1606777,-37,-55,978,700,490,-35000,-79,19,997,-492,-84,-451
261,1612957,-38,-53,931,770,490,-34860,-90,9,975,-484,-84,-451
262,1619137,-38,-53,931,770,490,-34860,-90,9,975,-502,-75,-471
263,1625317,-39,-64,950,840,490,-34650,-92,3,1002,-502,-75,-471
264,1631497,-24,-69,1001,770,420,-34230,-110,-8,968,-495,-70,-466
265,1637677,-24,-69,1001,770,420,-34230,-110,-8,968,-492,-75,-469
266,1643857,-15,-75,977,630,560,-33950,-110,-16,1000,-492,-75,-469
267,1650037,-15,-76,1013,770,630,-33530,-110,-16,1000,-489,-75,-465
268,1656217,-9,-76,1013,770,630,-33530,-103,-26,994,-489,-75,-465
269,1662396,11,-68,951,630,560,-33460,-95,-33,986,-502,-75,-466
270,1668577,11,-68,951,700,560,-32970,-95,-33,986,-507,-64,-468
271,1674756,3,-70,1008,700,560,-32970,-110,-31,1004,-507,-64,-468
272,1680936,0,-75,1004,560,560,-31570,-110,-31,978,-495,-70,-468
273,1687116,0,-75,1004,560,560,-29470,-93,-31,978,-499,-63,-471
274,1693296,0,-59,975,630,560,-29470,-112,-21,977,-499,-63,-471
275,1699476,0,-61,983,560,420,-27090,-112,-21,977,-495,-67,-475
276,1705656,0,-61,983,560,420,-27090,-101,-36,1008,-495,-67,-475
277,1711836,11,-78,983,630,560,-24430,-83,-42,993,-508,-60,-474
278,1718016,12,-76,998,630,420,-21210,-83,-42,993,-493,-64,-478
279,1724196,12,-76,998,630,420,-21210,-138,-62,993,-493,-64,-478
280,1730376,17,-76,996,630,280,-17640,-138,-62,993,-502,-66,-472
281,1736556,17,-103,919,420,280,-13860,-110,-54,991,-502,-66,-475
282,1742736,25,-103,919,420,280,-13860,-119,-67,993,-508,-61,-475
283,1748916,27,-82,894,630,140,-10850,-119,-67,993,-498,-58,-472
284,1755096,27,-82,894,280,140,-9170,-120,-48,987,-498,-58,-472
285,1761276,22,-86,892,280,140,-9170,-143,-55,979,-498,-64,-472
286,1767456,31,-83,941,630,140,-8260,-143,-55,979,-492,-61,-474
287,1773636,31,-83,941,630,140,-7280,-92,-58,989,-492,-61,-474
288,1779816,23,-80,968,350,210,-7280,-92,-58,989,-501,-61,-474
289,1785996,21,-75,856,560,70,-5180,-104,-60,1002,-501,-61,-474
290,1792176,21,-75,856,560,70,-5180,-141,-58,965,-489,-60,-474
291,1798355,24,-81,911,420,140,-2030,-141,-58,965,-498,-52,-483
292,1804536,23,-70,998,630,-140,1050,-96,-44,997,-498,-52,-483
293,1810716,23,-70,998,630,-140,1050,-93,-44,1007,-490,-52,-463
294,1816895,10,-60,835,490,-70,3640,-93,-44,1007,-507,-51,-460
295,1823075,10,-60,733,350,-140,6580,-65,-28,1005,-507,-51,-460
296,1829255,-2,-32,733,350,-140,6580,-65,-28,1005,-492,-57,-468
297,1835435,-18,-34,828,490,-140,9870,-50,-3,953,-492,-57,-468
298,1841615,-18,-34,828,490,-280,14280,-84,-20,1007,-495,-52,-462
299,1847795,-20,-20,839,490,-280,14280,-84,-20,1007,-496,-58,-460
300,1853975,-37,-24,717,420,-350,20160,-46,-21,944,-496,-58,-460
301,1860155,-37,-24,717,420,-350,27020,-46,-21,950,-486,-60,-468
302,1866335,-10,-28,626,490,-490,27020,-69,-31,950,-486,-60,-474
303,1872515,-10,-42,849,490,-630,33390,-88,-33,996,-481,-48,-474
304,1878695,-10,-42,849,490,-630,33390,-88,-33,996,-490,-58,-468
305,1884875,0,-34,859,280,-840,37520,-63,-15,979,-490,-58,-468
306,1891055,2,-32,919,350,-770,39760,-56,-30,985,-483,-57,-472
307,1897235,2,-32,919,350,-770,39760,-56,-30,985,-487,-54,-471
308,1903415,16,-48,1000,350,-910,40880,-91,-26,965,-487,-54,-471
309,1909595,16,-48,644,420,-910,41580,-91,-26,965,-477,-64,-465
310,1915775,2,-32,644,420,-910,41580,-52,-45,904,-477,-64,-465
311,1921955,12,-25,735,350,-770,42350,-79,-46,986,-486,-67,-465
312,1928135,12,-25,735,210,-770,43680,-79,-46,986,-468,-58,-469
313,1934315,14,-39,896,210,-770,43680,-58,-30,980,-468,-58,-469
314,1940495,3,-34,807,210,-980,46760,-71,-33,970,-472,-57,-462
315,1946674,3,-34,807,210,-980,46760,-71,-33,970,-463,-54,-469
316,1952854,11,-42,695,350,-910,50470,-80,-52,1006,-463,-54,-469
317,1959034,9,-38,889,420,-1120,53620,-80,-52,1006,-474,-64,-466
318,1965214,9,-38,889,420,-1120,53620,-69,-37,936,-474,-64,-466
319,1971394,5,-26,859,350,-1190,55790,-41,-26,995,-466,-67,-466
320,1977574,2,-33,728,280,-1190,57190,-41,-26,995,-463,-66,-465
321,1983754,2,-33,728,280,-1190,57190,-64,-33,1013,-463,-66,-465
322,1989934,-1,-9,911,420,-1190,57960,-42,-34,975,-463,-61,-453
323,1996114,-1,-9,817,210,-1190,57680,-42,-34,975,-463,-61,-453
324,2002294,1,-7,817,210,-1190,57680,-34,-28,1009,-465,-70,-459
325,2008474,-1,-8,779,350,-1330,55790,-34,-28,1009,-456,-61,-457
326,2014654,-1,-8,779,210,-1050,52290,-38,-41,898,-456,-61,-457
327,2020834,21,-9,699,210,-1050,52290,-55,-39,1029,-460,-64,-465
328,2027014,17,-31,756,350,-910,48370,-55,-39,1029,-462,-69,-459
329,2033194,17,-31,756,350,-910,48370,-59,-55,769,-462,-69,-459
330,2039374,28,-16,344,140,-980,44380,-59,-55,820,-459,-66,-466
331,2045554,25,-16,480,350,-770,40740,-54,-39,820,-459,-66,-466
332,2051734,25,-16,480,350,-770,40740,-28,-53,949,-451,-78,-465
333,2057914,12,-3,667,490,-700,38010,-28,-53,949,-447,-75,-466
334,2064094,10,8,442,280,-700,36470,-35,-31,893,-447,-75,-466
335,2070273,10,8,442,280,-700,36470,-29,-27,915,-439,-66,-462
336,2076454,0,10,596,420,-700,36050,-29,-27,915,-453,-69,-460
337,2082634,0,10,523,350,-770,37170,4,-39,927,-453,-69,-460
338,2088813,-1,14,523,350,-770,37170,4,-39,927,-441,-66,-457
339,2094993,-12,16,380,420,-980,39270,-21,-8,768,-441,-66,-457
340,2101173,-12,16,380,280,-700,41230,-5,-23,944,-442,-73,-459
341,2107353,-4,17,618,280,-700,41230,-5,-23,944,-438,-67,-456
342,2113533,3,25,723,420,-770,43750,-12,-35,1016,-438,-67,-456
